,Ann. Return,Ann. Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Skewness,Kurtosis
AAPL,0.2198827149936502,0.31607437850438236,0.5532960811982597,-0.33360528487091384,0.659110406715326,0.28304579733390695,6.766796610566803
MSFT,0.16014584231847406,0.29713153422868493,0.38752481326957705,-0.37148519153490434,0.4310961674051735,0.01103445158530922,7.557538833214195
NVDA,0.7214681343331395,0.5267623793764652,1.2841997849844227,-0.6633509283906819,1.0876115543901514,0.35962132173639394,4.580073730871631
GOOGL,0.271824897335847,0.3216558997594196,0.7051787251702805,-0.44320050648294756,0.6133226234169605,0.013385120250866987,3.6381787925264986
AMZN,0.1327238983686747,0.35536981398795287,0.2468524194113138,-0.5614526325328256,0.23639375911362379,0.13803343443464744,4.270111488935874
Portfolio,0.31587637590687057,0.30305327307164137,0.8938242875959165,-0.4182719760827269,0.7551937351031036,-0.008303609279992415,4.870437533922736
